,Name,Review_id,Rating,Review,flesch_reading_ease,gunning_fog
40,BMS College of Engineering,11,4.0,"Placements: About 95% of students were placed in our course. Oracle, Microsoft, Cisco, Goldman Sachs, etc., are a few of the top recruiting companies. The top role offered is developer. The highest salary package offered is 50 LPA, the lowest is 6 LPA, and the average is 8 LPA. Around 80% of students got internships.

Infrastructure: We have Wi-Fi-enabled labs, smart classrooms with projectors, air-conditioned classrooms, and seminar halls with built-in speakers. We have a library with access to a lot of books, including educational and informational ones. They serve good food. They provide clean rooms and washrooms with hot water.

Faculty: Our teachers are good, qualified, and knowledgeable. The course curriculum is relevant and makes students industry-ready. Examinations are moderate. The pass percentage is around 80%.",91.89,16.59463327370304
41,BMS College of Engineering,12,4.4,"Placements: The average salary package offered is 12 LPA. Many students have completed their internships at IBM, Microsoft, and other top companies. Top roles offered in our course are software engineer, web developer, app developer, etc.

Infrastructure: The infrastructure and facilities provided in our college are good. Wi-Fi works properly and labs are well maintained. Library contains the required materials and useful resources. Hostel serves good, delicious, and nutritious food. Medical facilities are good.

Faculty: Teachers in our college are qualified, knowledgeable, and helpful to students. Their teaching quality is good. The course curriculum is relevant and helps students to get ready for industry. Exams are a little difficult. The pass percentage is around 70%.",76.13,18.695402298850578
42,BMS College of Engineering,13,4.4,"Placements: About 99.5% of students were placed. The highest salary package offered is 49 LPA. Most students got internship opportunities. Most of our seniors got placed in IT companies.

Infrastructure: The library and classrooms are good. Labs have good infrastructure. Even though comfort levels may vary depending on the hostel we get, it provides good facilities. The hostel food is also good. They have a different menu for each day of the week. The food provided is quite healthy and tasty.

Faculty: Faculty members are very knowledgeable. The curriculum is quite tough but comfortable. It does provide us with the knowledge required for the field in which we work. Semester exams are quite tough, as the evaluation is quite strict.

Other: This branch provides the best job opportunities as it is an ever-growing field, so I joined this course. The fests at our college are some of the best events. You can enjoy, socialize, participate in different events, and gain experience. The college provides good support for extracurricular activities, as there are all kinds of clubs in the college.",85.42,14.355730447614363
43,BMS College of Engineering,14,5.0,"Placements: Placements are good. Almost all students get decent packages. The placement training is very supportive for students. Many companies, like Wipro, Intel, Infosys, etc., come here to hire students. The highest salary package offered in EEE was around 26 LPA.

Infrastructure: It has an amazing infrastructure and good facilities. The food is amazing. Classrooms are well maintained with modern technology. The hostel is good.

Faculty: Teachers are helpful. They are concerned about students. Almost all teachers have a Ph.D. The teaching is excellent. Semester exams are not that difficult if you study hard. The curriculum makes students ready for the industry.

Other: I chose this course because I like electronic appliances and I always want to know how they work.",86.77,16.17467561521253
44,BMS College of Engineering,15,4.0,"Placements: About 90-93% of students get placed in our course in BMS. The highest salary package is about 25 LPA and the lowest salary package offered is around 4.5 LPA. For the EEE course, core companies are considered to be the best. However, one can try software-based jobs along with IT students. Most of the students who get placed get internships. Top roles offered depend on the type of companies for which you are applying. Usually, for freshers, the roles offered are associate engineer and trainee software engineer in IT companies during the internship. Some companies give different designations too.

Infrastructure: The infrastructure is well maintained in our college. Classrooms are good with projectors. Labs need to be a bit more developed. For the juniors, everything is absolutely very good. The hostel food is awesome compared to other accommodation facilities nearby. There will be a DJ night also. The cleaning staff is polite and so is the hostel management. I would say that the overall stay in the hostel will be amazing and peaceful.

Faculty: All teachers in our department are Ph.D. holders. If not, they'll be given a chance to get their doctorates and return back and teach in the college. The teaching is very good. The curriculum is relevant if you're planning to appear for the government exams, the GATE exam, and the core placements such as NI, Schneider Electric, and others. It won't make us industry-ready. However, it would certainly show us the pathway for the preparation. The difficulty of the semester-end exams is moderate. The pass percentage is around 80-85%. Due to the fast-track facility, most of the students get a chance to clear their backlogs without actually having a stigma of backlogs in their mark cards.

Other: I chose this course to get through the government exams. This course is a multi-opportunity seeking because placements for EEE students can be in software, VLSI electronics, or even the core. We have a chance to appear for various government exams like civil engineering students. To improve the course, the curriculum can be slightly improved and made industry relevant. Labs also should be improved. BMS College is actually known for its cultural activities and amazing opportunities for students to showcase their talents. We have one big technical fest called Phasshift where students from different engineering colleges can take part, win cash prizes, and also add this to their CVs. We also have the biggest cultural fest called UTSAV. Many celebrities do visit our campus. There will be a lot of fun-filled activities. BMS is a versatile college where we get the opportunity to grow academically as well as enjoy engineering life. We have different activities being conducted in the hostel such as hostel fests called Farouche wherein we get a chance to set the menu for a month. Everyone enjoys playing hostel sports, cultural events, and other fun-filled activities.",81.68,15.302891030392885
45,M S RAMAIAH ,1,4.0,"Placements: The university has a good record for placement, with an average placement rate of 80-85%. The lowest and average package offered, are around 6-8lpa. The top recruiting companies include tata, infosys, wipro, microsoft and amazon. Around 60-70% students get internships, in these companies. The top role offered include sde, data analyst, business analyst and management roles.

Infrastructure: The facilities and infrastructure for my course and department, have been excellent. The classrooms are well-equipped with the latest technology. The labs provide ample space for students to carry out practical experiments. The library is well stocked with a vast collection of updated books and journals. Wi-Fi connection is available, throughout the campus.

Faculty: The faculties, curriculum and exams is of high quality. The teachers are highly qualified, knowledgeable, and always willing to help students. The teaching quality is excellent and the teachers use innovative methods to make learning experience engaging and interactive.

Other: I chose this course for its relevance in the industry and the hands-on experience it provides. The best things about this course, are the qualified teachers, and the up-to-date curriculum. I wish the course to have more practical applications. The campus has a lively atmosphere with many events and fests. The surroundings are beautiful, and there are many scholarships available. The extra curricular activities are diverse and engaging.",73.44,18.037593984962406
46,M S RAMAIAH ,2,3.2,"Placements: This college was known for its placements. The top recruiting companies were Air Asian, Air India, Indigo, etc. The top roles offered were engine technician, maintenance officer, etc. The average salary package offered ranges from 12 LPA - 15 LPA.

Infrastructure: Our campus was huge. Hostels were better. Mess was available, and various food items were provided.

Faculty: Faculty members were experienced. New teachers were good. Semester exams were averagely difficult. If the concepts are clear you can pass exams easily. They also provided study materials for students.

Other: There were many clubs like dance clubs, singing clubs, social work, etc.",87.36,16.124536532170122
47,M S RAMAIAH ,3,4.0,"Placements: I'm from B.Tech CSE 2020 batch. Almost 70-80% of students were placed from the college. This year, a student was given a package of 42 Lacs which is the highest till now and she was hired by the Amazon company also she was very talented. The average package I know is 10 Lacs. The top recruiting companies are Amazon, Cognizant, TCS, Capgemini, Infosys and Atkins etc. Almost 80-85% of students got interned and each of them was hired by different companies. The top roles offered were software developer, IT programmer analyst and web development etc.

Infrastructure: All the infrastructure is available like Wi-Fi, good classrooms, library, labs, canteen, hostels, well-maintained washrooms, sports room, ground etc. The food available in the canteen is extremely good and all the facilities are very well except the college is in a bad location.

Faculty: The teachers are excellent except for a few of them but that is okay. But based on teaching and notes, it's very good. This CSE course has a very high scope in the future. The semester exams are good as the teachers are very supportive, they clear all the doubts and the pass percentage is about 95%.",84.59,17.67687074829932
48,M S RAMAIAH ,4,5.0,"Placements: Around 60% of students get placed in our course. The highest salary package is 7 LPA and the lowest salary package is 3 LPA. The recruiting IT companies are Infosys, Amazon, etc. Around 70% of students get internships in our college. Full stack developer, front end developer, and back end developer roles are offered in our college.

Infrastructure: All the facilities provided in our college are good like labs and classrooms. The library is clean and is my favorite place. The food served in the hostel mess is very good. Medical facilities and sports are very good in our college.

Faculty: Teachers in our college are helpful in clearing the doubts of students. They explain clearly. The course curriculum makes students the best in coding. The pass percentage is 45%. The difficulty of exams depends on students' preparation. Question papers are prepared in our college.",85.08,15.145747126436781
49,M S RAMAIAH ,5,3.8,"Placements: About 40% of students got placed in our course. The highest salary package offered is 45 LPA. The average salary package offered is 4 LPA, and the lowest salary package offered is 2.5 LPA. Top recruiting companies are Amazon, Reliance Digital, and Torry Harris. Almost 70% of students got internships from our college in companies like Moody's Analytics and Amazon.

Infrastructure: The infrastructure of our college is good. Our campus is very small. Our college provides facilities like Wi-Fi, a lab, a library, a hostel, sports, etc. The food served in the hostel is good. Our college provides sports and games like volleyball and basketball. Our college has a small ground. Medical facilities are not available in our college.

Faculty: Our teachers are well-educated and well-experienced. Their teaching quality is good. The course curriculum is relevant and makes students industry-ready. Semester exams are easy. The pass percentage is 78%. Our course provides us with knowledge.

Other: I opted for this course because of my interest in it and because it has a high demand in the future. The best thing about our course is that it is easy and provides many placements. Our college should provide more monitors for the lab. Our college conducts fests, quizzes, and extracurricular activities. Our college provides scholarships to students.",93.98,14.526368159203981
50,M S RAMAIAH ,6,2.4,"Placements: Placements are good enough in our college as it comes under tier-3 colleges. Also most of the recruits will consider it as a new college. As I'm seeing the outgoing batch they are just struggling to participate in interviews. I mean to say about 60% placements. Last year batch one of them got placed for 45 lacks in amazon. Average package will be around 7-10 lacks. The lowest package atleast 6 lacks. Majority of companies are other countries and apart from them amazon, cisco, tcs like companies are mostly visiting. Coming to the internships there is no discussion of it inside campus, we have to strive for the companies on our own if we are interested. Top roles can be web developers, data analyst, software developers, assistant analyst etc.

Infrastructure: First of all we have to discuss about the campus area being an university it has only 5 acres. Which is definitely very less than my school. Classes are great in one block as they are newly constructed and Wi-Fi availability is also for one block other blocks doesn't have Wi-Fi. For computer Science labs are very cheap and not maintained they are celeron computers. Yes there is one library which do not make to go there and read books. Hostel is partial with very less space and only one building for both boys and girls. Bad thing is their alliance STAR 555 PG which is out of campus, but with the name of college they are making parents and newly joining students fools. It is the worst PG for entire my life. Don't consider that PG for newly admitted students. Canteen is the worst no good facilities and items will be present and mess is like everytime people get changes then it tastes good otherwise same quality of food. Coming to sports don't dream about sports and games if you are decided to join MSRUAS. Because there is no such thing in the campus, for a formality they kept one small sports center which is always closed.

Faculty: Yes Faculty of computer Science and engineering is always good enough to say. Because most of the time when we get into new semester new faculty members will teach among them only one or two will be bad apart from that they have good teaching faculty and qualified teachers. Well there is neither discussion for any industry visits and nor about making students getting industry ready. So don't expect such things from this college. First of all don't compare with the MSRIT which is among top universities in india. Our college for Faculty of engineering not even present in NIRF ranking. So I mean to say faculty is not great but good enough. Best thing about the college is conducting exams manner they will take very seriously about every exam. And assignments also they will make sure that every student to submit. We have to be prepared well for exams otherwise there is no choice of passing in our college. Pass percentage depends on semester to semester as an average my course students get passed by 70% every semester for an average.

Other: To be frank I joined this course because definitely it's parents wish and for me at that time no option and events for our batch about 3 to 4 events per year I would like to say that there is less priority for events and extracurricular activities in our college and campus surroundings are dangerous we cannot come out after 7 pm because it's entirely industries out there. So I won't recommend mainly peenya campus for anyone.",78.02,15.649767132401866
51,M S RAMAIAH ,7,3.4,"Placements: The highest salary package offered is 18 LPA. All companies visit our campus. Top recruiting companies are TCS, Mindtree, and HCL. Almost 90% of students got placed, and many internship opportunities are available. The top roles offered are data management and consultant.

Infrastructure: The infrastructure is average. The campus is well-maintained. Labs are good. Sports and games are being played less frequently. The canteen is average. The food availability is fine, and the quality of the food is average. Medical facilities are average. The library is good and well-maintained.

Faculty: Exams and the course are good. Teachers are good. The difficulty level of semester exams is average. The pass percentage is 50%. The teaching is good. Exams are conducted well. The knowledge of teachers is good, and they make you industry-ready.

Other: The campus is crowded. Extracurricular activities and events are fewer.",88.32,15.093366093366095
52,M S RAMAIAH ,8,3.8,"Placements: Our placement cell is very good. They always try to provide better placements at the best companies. About 40% of students have been placed in campus interviews till now. The highest salary package offered is 8 LPA, the lowest is 3.5 LPA, and the average is 4 LPA to 5 LPA. Top recruiting companies are TCS, Infosys, Capgemini, IBM, Accenture, Ugam Solutions, Hexaware, and many more. Around 20% of students get internships in small companies. Roles offered in our course are data analyst and software engineer.

Infrastructure: We have Wi-Fi facilities with good internet speed. We have 6 labs, and each lab has Wi-Fi, printers, and scanners. There is a server room, which handles all machines present in the 6 labs. Our college also has a library. Our college has a projector facility for presentations, workshops, and seminars. Our college doesn't have a hostel. We have a great canteen.

Faculty: Our faculty members are caring and knowledgeable. They always try to provide us with the best knowledge. They are supportive. Teaching quality is also good. Our curriculum is quite better because we have the basic knowledge of industries, which is covered in our curriculum. Semester exams are also good. The pass percentage is 70% to 80%.",92.85,15.90653377630122
53,M S RAMAIAH ,9,4.0,"Placements: This course is new to our college. The first batch just passed out and most of them were interested in pursuing their Master's, and many joined colleges abroad to complete their Master's. Companies like IBM, Infosys, and other companies are the top recruiting companies. But a few esteemed colleges like IISC and IIT also have students from our course and university.

Infrastructure: The buildings, laboratories, and campus are not very huge, however, whatever is provided here has been maintained well, but sports facilities are very bad This hostel is absolutely superb, the staff are a lounge with some computers also connected to the internet, with a large screen TV (which was popular most evenings) Breakfast is good and a real bonus is a 6.30 pm snack, which can range from pizza to some lovingly prepared sandwiches. The hostel is closed off every day between 11 AM and 2 PM for cleaning but the owners are very flexible on that rule, just inform them first if you need to get some stuff done, but anyway at that time you should be exploring the wonderful city.

Faculty: Our faculty members are very friendly and supportive. They all are qualified for various major institutions across India and many hold PhDs as well. The course curriculum is very up-to-date and helps students to be up to date when passing out of the campus.

Other: All good except for one thing, as it is in an industrial area you can't have much fun outside the campus. Fests, events, and activities regularly entertain the students and keep them energetic.",74.6,18.328431828757562
54,M S RAMAIAH ,10,2.2,"Placements: As we are the 1st batch to be passed out, we clearly don't know about the placements. Packages are not yet defined and we are pursuing this course with minimum information about the placements. Internships are to be done on our own. I don't know which companies we should join.

Infrastructure: Infrastructure is bad as there is no proper hostel, no canteen, Wi-Fi is of no use, etc. Classrooms are clean and we have a good library. Food is not up to the mark as the college is in industrial area. No food courts are available. We have no proper ground for satisfied playing.

Faculty: Teachers are good and they give nice teaching. Every teacher is quite qualified and knowledgeable. The teaching quality is pretty good. The college doesn't make students industry ready but in future, there may be that option. Exams are quite tough as we had online classes.

Other: As I wanted to pursue robotics, I had no choice but to opt this college. Fun to know more about outside technologies. Real world experiences and practicals would be more than enough for students. Events are very rare.",92.57,15.163815142576206
55,M S RAMAIAH ,11,2.6,"Placements: I do not know much about placements. They are not good as they do not have specific companies visiting for my course. The college says that they will bring good companies but they do not do so for my course.

Infrastructure: The facilities are okay. There is not good food for hostel students or regular students too. For food, we have to go outside of the campus and nearby only one eating place is there. Parking facility is also not there.

Faculty: The faculty and teachers are good but the way teaching the syllabus and how to conduct is not up to mark. A Bit of rush and negligence is there. Teachers have good knowledge and they give great teaching but the topics they teach and the syllabus is not upto the mark.

Other: No CCA are held. Even fest is boring. No sports. The campus has a boring life.",92.77,13.879273327828242
56,M S RAMAIAH ,12,4.0,"Placements: Minimum salary package offered is 4 LPA and the maximum salary package is 45 LPA. They select students based on CGPA. Placements are getting better and hoping for the best. They won't allow students to do internships sometimes and tough to get NOC. Computer science engineering is the best course.

Infrastructure: Due to covid, everything has changed. Infrastructure has got better. Hostel food is bad. The course is all mixed up and keeps changing. College is suitable to get good marks. Library is vast.

Faculty: Exams are easy and courses are not practically designed but can help students gain theoretical knowledge. There is no proper timetable. Students should pay extra for supplementary exams.",87.07,15.931216931216932
57,M S RAMAIAH ,13,4.2,"Placements: The percentage of placements is good in our college. Many students get their placements after college. Around 85% of students do get placements. The highest package offered was around 12 LPA, the lowest was around 7 LPA, and the average was around 10 LPA.

Infrastructure: The infrastructure of our college is good. We have Wi-Fi-enabled classes. Labs are exclusive. They have modern equipment. The library is the best. Hostel life is enjoyable at our college. The food in the mess and canteen is good. The medical facility is top-notch, and sports are a big part of our college.

Faculty: Teachers are average. We don't get a lot of help from them, but we do get m them, but we do get enough. Semester exams are tough. Some students find it hard to pass with good grades, but most of them are successful.

Other: Other than everything else, campus life is good. They were all good to me. We had a lot of events. It was not just about studying, and I definitely enjoyed my time here.",102.61,12.4
58,M S RAMAIAH ,14,4.0,"Placements: This college have a good placement cell facility for the students who are doing their graduation here. Almost 60 to 70 percent of students in my B TECH course gets a placement from the college companies. The highest package in my batch for aerospace engineering is 7 lakhs per annum and the average package offered is almost 5 lakhs per annum and the lowest package is about 3 lakhs per annum depends on your skills. The top main recruiting companies are of this college is ISRO, wipro etc. The students also gets a internship opportunity from the college to learn the skills the have to require in upcoming times in their jobs.

Infrastructure: Our ramaiah University provides you a various different types of facilities in their college infrastructure are well structured in a modern type of building in which they provides the students a high-tech computer Lab, Gym, full book stocked Digital Library and 24 hours Wi-Fi connection to every student of the college. This College also have the Hostel facility for those students who came here from outside state or city to complete their college graduation from this college in which they provides them a fully Air conditioner rooms, medical facilities, 24 hour Wi-Fi connection of high-speed etc. The food quality of hostel mess and college canteen are far better than all the other colleges they cook variety of food for hostel students in according to mess weekly menu in routine wise.

Faculty: The Teachers are very helpful and knowledge person. The course curriculum is very nice and very relevant to the student I which they provides us lots of industrial exposure and gives you a knowledge about the work done in industries. I opted the Bachelor of technology of aerospace course from this college because I have a interest in a mechanical field so I want to take a technical degree the facility ratio of this college is 300 members in faculty the pattern of exam is depend on the semester wise in which 25 questions divided into three section comes and you have to attempt any 3 of each section of them. The teachers teaching us are well and highly qualified in their profession in which mostly one have 3-4 years of coperate sector industrial experience and they all are TECH FIELD holders too and they shares their all industrial experience with the students to teach them.

Other: In my batch I choose a B.Tech in aerospace engineering because now a days this is very demanding field of course and the best things of this course is they teach you everything about the aeroplane and helicopter mechanical parts so you can have its all information. And the college not only focused on studies they also organises various types of events and fest in this college for the students enjoyment to make memories in students college life. Campus is huge and surrounded with all the requirements students needs to have and. They also focused on extracurricular activities for overall development of students .",55.97,22.80593651825371
59,M S RAMAIAH ,15,4.6,"Placements: About 90% of students are placed in the academic year 2021–2022. The highest salary package offered is 45 LPA and the lowest is 4 LPA. Top recruiting companies include Amazon, Bosch, PhonePe, and Paytm. Most of us will get internships in our final year. Internships begin in the third semester.

Infrastructure: Ours is the second campus of MS Ramaiya. The campus is small but it provides all the necessary facilities, like parking, a library, and a mess. We have clean classrooms and labs. We have signboards for freshers. We have a sports club which facilitates all minor and major games.

Faculty: Teachers here are available most of the time. All the doubts are cleared immediately. Students can approach faculty without hesitation. Our curriculum prepares us for industrial needs.

Other: Placements are the main reason I have joined this particular institution.",86.07,17.073529411764707
60,Manipal ,1,4.6,"Placements: There were 800 students in our batch. All eligible students got placed via campus. Almost 70 students out of 80 students in this course got placed. The highest salary package offered was 10 LPA. The lowest salary package offered was 4 LPA. Top recruiting companies were Tata Motors, Bajaj, and Mercedes. The top roles offered were system engineer and powertrain engineer.

Infrastructure: Hostels were good. The hostel had single and double sharing rooms. Air-conditioned and non-air-conditioned rooms were also available in our hostel. The hostel fee was 1.25 LPA to 2.5 LPA including food. Indoor games were conducted like table tennis and swimming pool. The hostel was 5 minutes away from our campus. Wi-Fi was available.

Faculty: Teachers were great. They were knowledgeable and helpful. They were experts in their fields. The course curriculum was relevant to make students ready for the industry. Semester exams were difficult. We must work hard to score good marks.

Other: I chose this course because I always had a passion for cars and wanted to learn more about them. The practical information given throughout the course was good. Our college should improve its teachers. The campus was huge.",95.33,14.746892655367231
61,Manipal ,2,3.6,"Placements: Lots of companies with a variety of job offers come to this college. If you are a computer science student, you are bound to get a good placement. You will get assistance with placements if you ask for it. Overall, everyone I know got a good placement by the end of November in their 4th year.

Infrastructure: In the second and third years, there was a COVID pandemic. I did not have access to all of the facilities. All CS classrooms and labs have centralised air conditioners. Wi-Fi is available in a few spots on the campus. The data will be sufficient. The library has all the books you need to prepare for anything. It's the favourite place for students for studying. MIT has 12 labs for computer science students.

Faculty: A few courses are quite easy, while others are very difficult. A few exams are theoretical. If you even put in the average effort, you won't have to worry about passing. Exams depend a lot on faculty members. They are easy to pass.",94.31,14.492181911088402
62,Manipal ,3,4.4,"Placements: Placements are excellent in this college. Almost 80% of students got placed in our batch. Our college is known for its 100% placements. The salary package is decent. Many MNCs visit our college for internships with good stipends. Few students also opted for higher studies. Many top recruiting companies visit our college for recruitment.

Infrastructure: The infrastructure is excellent. Our campus is very peaceful. The laboratory is better. Hostels are better. There is a very good library. We also have a research center and innovation center which support students to gather in-depth knowledge. Our campus is surrounded by trees. Classrooms are well-equipped with Wi-Fi, air-conditioners, recording cameras, and other facilities. The food court is very good.

Faculty: The course curriculum is hard. It is a deemed university and it prepares its syllabus. So the course curriculum is at an advanced level that makes students ready for the industry. Many experienced professors support students to involve in research activities. All teachers are Ph.D. scholars. Semester exams are averagely difficult since it follows relative grading and CGPA method.

Other: Fest named Techtatva is conducted in this college. There are many clubs for students and projects are performed very well.",87.03,16.11993388429752
63,Manipal ,4,3.8,"Placements: More than 85% of students got placed in our course. The highest salary package offered was 45 LPA. The lowest salary package offered was 4 LPA. The top recruiting companies are Infosys, Hindustan, etc. Almost 90% of students got internships in our course.

Infrastructure: Wi-Fi speed is fast and the laboratory is well maintained. Classrooms are spacious. The library is huge. Wi-Fi is enabled. Air-conditioners are also available. It has study halls. Hostels are better. It depends on our grades. The food served in the canteen is average. Medical facilities are excellent for students as there is a hospital right next to the main gate. There is a huge ground for sports.

Faculty: Teachers always help us with our doubts. They also prepare ppts for classes and they also share notes with students. Semester exams are averagely tough but with enough practice, we can pass. Few subjects are very hard to pass but the passing marks are based on grades.

Other: Games and competitions are also held in this college.",95.63,14.00865800865801
64,Manipal ,5,4.4,"Placements: Most of the people go for further studies and rest 90 percent of them are placed. Many core companies as well IT companies come every year. 32 lpa is the highest and 4 lpa is the lowest. Microsoft is the top company visited. Many people go for the core placements rather than IT. High package is from the computer branches.

Infrastructure: Very good hostels and Wi-Fi with quite decent food. There are many hostels for boys and girls as well and all of them are clean. There are almost 5 messes and all of them are pretty good. They have different menu every week and with very continental dish as well.

Faculty: The curriculum is quite good but the exams happen often. The curriculum is industry related and its very important as an EEE engineer. The teachers are very experienced and helpful. The semester exams are not that difficult but sometimes the relative grading can be different.

Other: Campus life is the one of the best part of this college.",85.21,14.588235294117647
65,Manipal ,6,5.0,"Placements: 95% students get placement. The highest package 20 lpa and average is approximately 10 lpa and the lowest is 5 lpa. Top recruiting companies are marcedes, flipkart, amazon, Nvidia and lots of other company. Approximately 80 percent of students get college placement.

Infrastructure: There a lot of option regarding mess hostel. Some of the facilities regarding hostel is like free Wi-Fi and gym plus in some blocks they have night canteen but all of the night canteen gets closed after 12. Manipal library is really good and its centralized AC .

Faculty: The teachers are very well qualified in their domain we can approach to the teacher any time. In Manipal each class gets their own class incharge which help us in both academic and non academic domain. Manipal make us campus ready because it does not focus only on theoretical knowledge but also on experiential learning.

Other: I chose this course because I have interest regarding this field.",71.51,17.39771485345256
66,Manipal ,7,3.8,"Placements: 90 percent people in my course are placed in my course and placed with descent salary the highest is 44 LPA the lowest is 4lpa and average is 8lpa Goldman sachs microsoft etc.70 percent of people gets internships in college the roles are Software developer, data analyst and many more roles. And most companies take people from internship and offers jobs and we can take those jobs.

Infrastructure: There are many blocks for hostel. Classrooms are fully equipped and have projectors. Wi-Fi speed is okay, sometimes bad and sometimes good. We are getting the facilities we are paying for. Food is okay and great compared to other colleges. We have ground for football basketball cricket and sports complex called arena which we need to pay.

Faculty: College is okay and most importantly we have to self study from youtube and also teachers are helpful and related to industry and the semester extremely difficult as we do not have any important questions and all the questions are concept based and tough and pass percentage is 60 percent.

Other: Manipal degree is valuable as it is one of the top colleges in india.",75.24,20.660845070422535
67,Manipal ,8,4.4,"Placements: Placements are good in our college. Many good companies visit our college to recruit students. Many students got placed from our course in many good companies.

Infrastructure: The infrastructure of our college is good. Our college provides us with facilities like labs, libraries, a hostel, etc. The library has an adequate amount of resources that students can take for their respective courses. The hostel facilities are good. The food is manageable. They provide us with medical facilities and sports facilities. Sports and games have great importance. We have the Marena too.

Faculty: Teachers are helpful. They give the study materials that we require. Few teachers teach us very well. The course curriculum is oriented. Semester exams are a little tough.

Other: I opted for this course because many people suggested me to do it. Our college conducts Tatva fests and Revels fests every year for three days.",86.93,15.002020202020203
68,Manipal ,9,3.4,"Placements: As it is a tier 2 college, a great range of companies visits our campus every year. Some companies only allow students of the EEE branch but most of them allow all. Students of lower branches get great salary packages. A student got placed with a salary package of 1.3 CPA from the AEEE branch. The average salary package offered this year was 10 LPA and students get offers from companies like Microsoft, Amazon, HP, Dell, etc. The lowest salary package varies around 4 LPA to 6 LPA.

Infrastructure: Our college provides good Wi-Fi facilities in every hostel. Labs are equipped with good equipment. Classrooms have projectors and are fully air-conditioned. Each class can accommodate up to 100 people. The library is big. There is a separate building with an auditorium and a group study hall. Hostels are great that give a classic hostel experience with common bathrooms and triple-sharing rooms with a common area and air conditioning. Many types of hostel rooms are provided. Mess food is good. There is an evening snack time and a special month-end lunch. They charge the same for vegetarian and non-vegetarian food items. Canteens are cheap and easily accessible. Students can order online. KMC hospital card is provided for all the medical facilities that provide free consultation services. All sports and games facilities are available with TT rooms in hostels.

Faculty: Many teachers in our college are helpful, knowledgeable, and qualified. Many of them hold Ph.D. and solve doubts whenever needed. The course curriculum for first-year students is somewhat relevant but they teach subjects like physics and chemistry. More than 60% of students pass the semester exams and the rest fail in 1 or 2 subjects. Exams are fairly easy. Students get enough marks by preparing for a week.",83.74,15.422519367505041
69,Manipal ,10,4.4,"Placements: Around 90.25% of students get placed in ECE. The highest salary package offered is 44 LPA for 2 students, the least salary package is 4 LPA, and the average salary package is 10.8 LPA for ECE. Top recruiting company is Microsoft. The role offered is SDE.

Infrastructure: All the facilities provided in our college are top notch. Wi-Fi is good. It has a central library with thousands of books required for academic courses. Every hostel block contains a night canteen that serves well. Cafeteria serves quality food at reasonable rates. All the classrooms and labs are well-equipped. All 5 academic blocks look beautiful.

Faculty: Every teacher in our college holds Ph.D. They teach very well. The course curriculum is well designed and maintained with a good structure as it is designed by industry professionals. Exams are difficult. Exam paper will be 100% application based. The pass percentage is 78% in the 1st year.

Other: I chose this course because ECE has good minor specialisations. Revals, Tech Tatva, and many events are organised in our college throughout the year.",93.19,15.521963824289408
70,Manipal ,11,4.2,"Placements: Our college has always been very proactive in placing its students into the preference profile. This institute has well-organised and best placements team which is headed by the associate director, 3 assistant directors, faculty members, and students' coordinator. The top recruiting companies are Goldman Sachs, Amazon, Microsoft, Oracle, etc. The average salary package offered was 45 LPA, and the minimum salary package offered was 20 LPA.

Infrastructure: The infrastructure and facilities are best. The food quality is average. Air-conditioners are available in our lecture hall. Hostel rooms are well maintained. It also provides a good laboratory. The library is also decent.

Faculty: Our course curriculum is good. Every year we have 2 exams for 15 marks each and one end-semester exam of 50 marks. The course is made easier and simpler by the faculty members. This same pattern follows for 4 years. All the faculty members are good.",84.4,17.9936231884058
71,Manipal ,12,4.0,"Placements: Internships are not good. They do not guide you during your internship period, and they do not encourage you to do an internship. Placements are great in the CS and IT branches. If you maintain a good CGPA, you'll get good job offers.

Infrastructure: Hostels are not good. They are not well-maintained and do not provide Wi-Fi. The quality of the food is not good.

Faculty: The teaching is good. Teachers are helpful. We have to do many assignments. They ask us to do assignments even during exam times.",104.22,12.846312684365783
72,Manipal ,13,4.4,"Placements: About 90% of students get placed. The average salary package offered is around 10 LPA, the lowest is 3 LPA, and the highest is 44 LPA. IBM, Oracle, and Microsoft are top recruiters. There are many placements in IT-related courses.

Infrastructure: Wi-Fi could've been better. Labs are absolutely amazing. Classrooms have microphones and Bose speakers and are not very crowded. Classrooms are not huge. The library is multi-storied with dedicated study areas.

Faculty: Teachers are well-qualified and helpful. There is almost no communication gap. The teacher-guardian system helps students remain in touch with teachers.",94.49,17.204166666666666
73,Manipal ,14,4.8,"Placements: The placement percentage is around 88%. The highest salary package was 44 LPA, and the lowest was 6 LPA. Top recruiters are Infosys, Goldman Sachs, and IBM. You can also get jobs at Google, Microsoft, Amazon, and Facebook. Around 80% of students get placed before leaving the campus.

Infrastructure: The academic blocks have air conditioning and Wi-Fi. Classrooms are great. The library has almost all the books required for any course offered or related to self-development. The mess food is great. Medical facilities are available. Sports and games are not that famous here because our academic block and hostel are far away but inside campus.

Faculty: Teachers are helpful, highly qualified, and knowledgeable. The curriculum is updated every year as per the needs of the industry. End-semester exams are hard.",93.28,16.6223752151463
