College ,Review ,Helpfulness,Un-helpfulness,Rating,flesch_reading_ease,gunning_fog,Overall,Help
Amrita,"Remarks : We do have this system where we can only miss 3 classes per subject for each trimester. And for the MS classes we are expected to have 100% attendance. If we miss one extra session, our grades for the final exams will be reduced accordingly. Again, that has both pros and cons.
Course Curriculum Overview : The whole course and curriculum is research oriented. We do a lot of field works and case studies. Our overall presentation skills are definitely improved during the course. A few exams are open book and also most of the questions involve practical implications of whatever we studied in class.
Placement Experience : Yes. We do have a separate department (CIR) who works day and night to help us with our internship and placement. As of now, I am waiting for my SIP confirmation from Amar raja Group(Amaron Batteries)

College Events : We celebrate all the cultural festivals in India in a grand manner. It includes everything from Onam, Pongal and Christmas to Republic and Independance day celebration. We also conduct freshers day and our annual intra college cultural fest 'Envisage'. Apart from that we are planning to host a National level Management Fest, 'Aykya' this year.
Fee Structure And Facilities : It is feasible especially since we are doing dual PG(MBA and MS) here. The annual fees is under 10lakhs. However the expenses to visit the Newyork Campus would be more(around 3 lakhs). Those who opt hostel should pay another 2 lakhs for the room and mess.
Loan/ Scholarship Provisions : From this year, they have introduced a scholarship plan where a student has to pay only 50% of the total fees if he has. ascore above 85 percentile in CAT or a score above 95 percentile in MAT. Also to continue getting the scholarship, they shoudl maintain a CGPA above 8. 5 in every trimester. Additionally, you will also a get a 10% fees waiver, if you maintian a CGPA above 9 after first year
Campus Life : The gender ratio for our batch is 2:1 where as for the senior batch is 1:2. Students do get into a lot of extra curricular and club activities. We have the Social Welfare club, Young Entrepreneurs Society, Analytics club, Finkanomics(finance and economics club), Cultural club and various other subsidary groups. We have students mainly from South India(Kerala, Tamil Nadu, Karnataka and Andra Pradesh). However, we do have a few students from the North as well. The campus doesn't discriminate the students based on their religion. The economic status of majority of the students are well sound.
Hostel Facilities : Hostel rooms are neat and spacious. It's usually twin sharing but I managed to get a single room for myself. The campus hostel is quite big and can accommodate a lot of people including the students from our sister campuses during fests and placement drives. We have water purifiers and geysers in every floor. Wifi is also provided to the students. For the PG students the renatl is around 95 thousand per year including the mess charges.
External Expense : Rs. 7000 - Rs. 10000
Alumni/Alumna : Yes. They are well placed in good firms and they do find time to come and interact with us and also help us with lectures if necessary. They also help us in getting internship and placement outside the campus
Admission : MAT score IELTS score Written Test Personal Interview with two pannels I chose this course since I wanted to get into research after this. Moreover, I always had this towards Business and Marketing. Before joining here I was into Entrepreneurship. I am also doing my MS in Analytics in collaboration with University at Buffaloe, Newyork.
Faculty : The faculties are outstanding and have good knowledge in the subject they teach. They also guide us to do an ISC research paper. Also we have industrial experts who give us class. Most importantly, since we have an MOU signed between University at Buffalo and Amrita Vishwa Vidyapeetham, faculties from abroad come and teach us.",7,5,8.5,79.82,17.31407975,2,0
Amrita,"Remarks : Everything was except core placement for mechanical students.
Course Curriculum Overview : Course curriculum was entirely different from other university and it was very good, We will have 3 quiz’s and Two internal and 1 External for every semester,Internal is having 50Marks, external is having 50 marks, External paper was very tough so we have to score in internals.
Class Size : 130
Course Fees : INR 223000 per year
Placement Experience : Our college is having placement steam CIR, they will be giving training regarding how to crack an interview and Exams. College placement was good,every student who is eligible for placement and having knowledge will get Job for sure,but can’t get core companies more compared to IT companies
College Events : There are lot many events we’re celebrating in our college but our college is not having big stage compared other campuses,we will celebrate Techfest, Cultural Fest, Kalakruthi, Pitchfest, all the fest will be organised by the students where the money will provide by college

Fee Structure And Facilities : I have joined in 2015,At that time college fees was acceptable I.e 2.3L per year, but now it was increased to 3.15L per year, we will be having expenses high since we are living in Bangalore,at least we will be spending 1000 for week if we go for outing,In our college, we can go out for 2 weeks per month
Loan/ Scholarship Provisions : I didn’t apply for loan or any Scholarship,By god’s grace we have enough money so my father has paid
Campus Life : It was good,I have lot of memories in my college life,every week compulsory some event will be having,our college is having 30clubs which will be headed by faculty and organized by the students,so more events will be happening in the college,one should be participating and gain more knowledge
Hostel Facilities : Hostel was ok, but not good but the food was good, different types of Tiffins, Lunch, and dinner was also good, one more thing is here we have to wash our plates by our selves, we shouldn’t waste any food, WARDON was little strict and we should be in rooms by 9:30 in the night
Hostel Fee : INR 73000 per year
External Expense : Rs.4000 - Rs.7000
Alumni/Alumna : It was good, some of the seniors helped us in Making ATV vehicle even though they are passed out, ATV is a car which made by students for participating in a race,some students also got referred by our seniors
Admission : My Relatives was previously studying in the college and from their experience I have joined,I have got 2933 Rank in Amrita Entrance Exam, through that I have got only Mechanical branch for my Rank after 1st year if you’re CGPA was good you can change your Branch
Faculty : Faculty of our college was very good and supportive,all the Mechanical Faculty was knowledge faculty, One should have interest in studies and making projects,our faculty will give more support towards making projects and paper publications and also to participate in Competitions",8,12,9.5,-3.29,47.81801802,-4,0
Amrita,"Course Curriculum Overview : I had chosen ai branch in the amrita school of engineering because nowadays ai plays many huge roles like robotics, data science, machine learning, etc...in the amrita school of engineering, qualifications are all at are level of Ph.D. only. in this university exam papers are very tough. we need to read very well.
Class Size : 70
Course Fees : INR 200000 per year
Internships Opportunities : Microsoft, Amazon, and optimum these companies are offered internships with stipends. The projects actually we had done like mat lab and python for machine learning etc. clarifies many doubts while doing these types of projects
Placement Experience : In our amrita school of engineering, there are many placements highest package is 55 lakhs average package is 9 lakhs per annum. the least package is 3.5 lakhs. After the degree, all will do an ms or MTech to get a pg certificate.

Loan/ Scholarship Provisions : In the amrita school of engineering fees structure are different types for different branches for ai and cse 3lakhs, ece and eee 2.5lakhs, and mechanical and civil has 2lakhs. If we scored very well in the amrita entrance exam then we will get a scholarship and the discount was 1lakh only.
Campus Life : In the amrita school of engineering there are different fests like garba, amrita kalanjali, etc.. in Amrita school of engineering thee are libraries and we can read many books in that library we can also learn many things.in classrooms, there are normal board and non-ac classrooms but in labs, there is superb architecture compared to classrooms. we will play many sports athletics
Admission : The admission process is nice. yes, I had taken the amrita school of engineering entrance exam. application fees are 1200 and if we need to again exam then 600 rupees only. there are reservations benefits also in amrita school of engineering like obc, sc, stif, oc got a 200 rank the school got a 2000 rank both are the same. so in this amrita school of engineering, there are reservation benefits. yes, we need to improve to see in the Admission process.",4,5,10,71.16,18.74228395,-1,0
Amrita,"Course Curriculum Overview : I have chosen this course because of my interest in programming. Faculty members are very friendly with the students and highly qualified most of them have done Ph.D. It was very difficult to pass.
Class Size : 70
Course Fees : INR 400000 per year
Internships Opportunities : There is a separate committee for the internships known as Internshala in which they offer ethical hackings course, robotics, artificial intelligence, data science, and statistics taught by an excellent trainer.
Placement Experience : Placements are very excellent almost everyone who clears all the subjects will get the job. Nearly 129 companies visit our university. The highest package is around 42 lpa the average package is 5 LPA almost 95% of students get placed.

Loan/ Scholarship Provisions : The fees are asked to be paid at a time. Scholarships are available only for merit students. For financial assistance, students can apply for education loans. Internships are offered in which they will train the students.
Campus Life : We have nearly 40 clubs here before joining into it we will have an interview. Students with more backlogs are not allowed into clubs. Sports are very much encouraged which involves inter University championships.
Hostel Facilities : In the room, we don't require ac because of the cool weather. Rooms are maintained very cleanly. Coming to meals it is veg which is average in taste non-veg except egg is not available in the hostel. The hostel fee is very much reasonable.
Hostel Fee : INR 100000 per year
Admission : I took the entrance exam the application process involved with the submission of 10th and inter marklist Xerox. The exam is little tough which has cutoff rank below 5000. If you get a rank below 1000 you can get better course in course allotment process.",9,7,8,80.33,18.22188805,2,0
Amrita,"Course Curriculum Overview : i choose this course beacuse i could get into both IT and core side The faculty here are soo communicative and the faculty student ration is 20:1 Most of the faculty completed their PHD in their respective domains Exams are conducted monthly on an average and you need to study round the year to pass
Class Size : 60
Course Fees : INR 270000 per year
Placement Experience : from 7th semister students become eligible for campus placemets. there is above 95% for ece and 96% above for cse and 90%+ for all reaming branches. here microsoft, amazon, wipro,bosch ,goldmansachs ,essinesure
Loan/ Scholarship Provisions : 4 lakhs for ece and 5 lakhs for cse .based on the entrence exam AEEE fees slabs are there for particular studentsbased on their marks in AEEE .there are four slabs in AEEE . here also available scholarship in campus.

Campus Life : here fests are very rare and yearly very few that to for freshers there is no good place for fests in our university. here in every class room projector and screen are avilable and cuttens benches with dusks . every year tornaments are conducted .
Hostel Facilities : here per room four students and for each student burevua and beds and chair table for studying perpose balcony and wires out side the room for drying our clothes .good quality of food and weekly twice egg and night time fruits.
Hostel Fee : INR 100000 per year
Admission : The eligibility of the course is 80% in 10+2 you will find the application form in www.amrita.edu and all other info you could get there. all details about the reservation could be found at www.amrita.edu the admission process is pretty much fast but there is a still scope of improvement",3,6,8,66.87,21.57202797,-3,0
Amrita,"Remarks : I have chosen this college because it is ranked #4 in NIRF Ranking and the college’s infrastructure and teaching methodology are really good. It has all lab equipments and it is very student friendly.
Course Curriculum Overview : Our college is really updated in terms of the syllabus and the methodology. It is updated with the latest syllabus and also the teachers are equally updated with them. It also has many lab equipment by which they can give us real time examples
Class Size : 65
Course Fees : INR 260000 per year
Placement Experience : The placements and job opportunities are really good and almost everyone in our college gets placed in at least one company so everyone will surely get job and you’ll not have to worry about placements

College Events : Well the extra curricular activities are really good in the college I would say one of the best when compared to other college be it technical or non technical. Out college helps all the students to actively participate in all the events and support them in all sports with really good coaches for sports.
Campus Life : The campus is WIFI Enabled so you’ll get WIFI everywhere and it has all sports facilities and library is also quite huge and the equipments in the lab are highly updated and the lab teachers are also equally updated
Hostel Facilities : The hostel is awsome there are all acey in the rooms.mm.",7,11,8.7,50.12,24.35844156,-4,0
Amrita,"Remarks : I studied my ug also in amrita Kerala campus which proved to be super so it made me continue the journey with amrita also here I am doing MS also along with my MBA which is in system analytics from university of Buffalo
Course Curriculum Overview : They way they have planned is superb because at a time you are doing two pgs faculties like DrAngan sengupta who take subjects like statistics which is full of calculations maths in a very friendly way which make you love the subject but ya little more exposure for the students are needed
Class Size : 57
Course Fees : INR 1300000 per year
Internships Opportunities : Yaa i am currently doing my internship in a startup named Tradions which is basically a stock market advisory i am working as an research analyst and my stipends depends upon the accuracy of predictiond

Placement Experience : I am first year student I have not took participate in placements till now however for my seniors most of them with finance background are placed in deloite, federal bank etc coming to marketing there are lot of opportunity such as adani group icici bank etc while in analytics the cat is one of the recruiter but it is little hardworking to get placed in their company
College Events : My ug life was superb maybe because pressure was less in Amritapuri campus of amrita you will daily have some or other event which actually opens up I improved a lot because of that after coming to Bengaluru it is still maintained but not to the level of Kerala campus ya but we all are in the work to conduct the first online techno management fest aykya 2020
Loan/ Scholarship Provisions : Yaa from this year they are giving scholarship to students who have high marks in cat and mat exams that is almost 70% of fees ya I think that will be great support for students who are really passionate about this course
Campus Life : Amrita is ranked 4 th university in India according to the latest ranking I always feel that rank is also maintained in their infrastructure wether it is Kerala campus or Bengaluru campus they will provide everything that is required by a student to Achieve his / her goals
Hostel Facilities : Hostel is really good with good air circulation which I consider the most important thing along with vegetarian food for those who love non veg it will be little difficult as all amrita hostels are vegetarian",5,9,8.2,-59.79,69.16712329,-4,0
Amrita,"Remarks : Hostel food is very bad rest all is like feasible.
Course Curriculum Overview : The course is preety much the same as that of other colleges. In addition yo that a cultural section also been included in order to know about our culture and ethics of our India and in 2nd year the Ramayana and Mahabharat are also been taught for knowledge.
Class Size : 120
Course Fees : INR 2600000 per year
Placement Experience : It's good and yes college also provides some internship opportunities for students.
Campus Life : Girls are less in number done the perfect ration rest of the campus is not big but it's good. There are several extra-curricular activities but u should have an interest in which u wanted to go.. Every opportunity lies in the leg but u should know how to lift it up.

Alumni/Alumna : No rest all of the things are quite good in the college all the network and senior people are good.
Admission : There will be counseling according to your respective rank. You will be allotted with a certain date on which you have to come a lot yourself in the college. As the counseling process is completed you have to pay your fees to confirm your seat in the college.
Faculty : It's very easy there is nothing like restriction we have fair enough chance to go and clarify a doubt or in any other respective situations. They have been allotted with separate cabins and rooms respective of each separate branch of the college hence its to find them.",6,0,6.2,84.07,17.74344222,6,0
New Horizon,"Course Curriculum Overview : However, in general, the timing of term exams is usually determined by the institution and is usually specified in their academic calendar or course syllabus. The difficulty of passing exams can also vary depending on a variety of factors such as the subject matter, the level of the course, and the individual student's preparation and understanding of the material. It's also important to note that exam difficulty can vary from year to year based on factors such as the exam content and the level of competition
Class Size : 90
Course Fees : INR 210000 per year
Placement Experience : I'm in computer science engineering so our batch has 95% of placements and the remaining have options to study for higher education. In other branches it will be less compared to computer science engineering overall 70-80% of placements will take place Currently, I'm in the IT industry and fulfilling my responsibilities

Loan/ Scholarship Provisions : I haven't got any scholarship These opportunities are typically available to students who are enrolled in higher education institutions. Availability and eligibility requirements for scholarships, financial assistance, and campus jobs with stipends can vary greatly between institutions and can depend on a variety of factors such as academic merit, financial need, and field of study. If you're a student seeking these opportunities, I would recommend reaching out to your institution's financial aid or career services office for more information. I got a campus placement with 4 LPA
Campus Life : Blood bank, sports club, Dance club, Nirvana, Extracurricular activities club, quizzes, Social welfare cause. And no websites run by students All are officially handled and this college is highly chargeable
Hostel Facilities : The hostel facility in the college is too good at a high price. There will be three desks for three students as there will be three members in a single room. They provide an attached bathrooms for each room and some rooms have separate bathrooms. Food is good with both north Indian style and south Indian style. Quality is good and good is provided by Sodexo. The registration process will have normal formalities with registration number name address etc Pgs are also available near our college and per month you will be charged 6-8k depending on the number of people staying in the room
Hostel Fee : INR 100000 per year
Admission : I can tell you that the admission process varies depending on the institution and the level of study. For higher education institutions, the admission process typically involves submitting an application, transcripts, test scores (such as SAT, ACT, GRE, etc.), letters of recommendation, and a personal statement. Some institutions may also require an interview as part of the process. Cutoff scores or grades required for admission can vary greatly between institutions and may change from year to year based on factors such as the number of applicants and the level of competition. It's best to check with the specific institution for the most up-to-date information on their admission requirements and cutoffs",4,5,7.6,56.03,23.32698413,-1,0
New Horizon,"Remarks : Anyone can get into college by writing the KCET or COMEDK. I had written KCET but I rushed for management quota, who has the rank of below 1L in cet can get a seat in NHCE. We usually get the application forms from the admission office the fee and details will be discussed by the staff appointed to you, sometimes you need to book an appointment as there is a crowd during the admission season. I didn't have much of a benefit from my reservation but my friends of mine did get a decent amount cut who were in SC or ST cast. I got a scholarship that said if you have a 75 or above percentage in 12th there will be a 25-35k reduction, as I fell into that category I got the reduction in fees for 1st year. The admission process is really smooth as the staff is having good coordination, but some of my friends had faced issues waiting for a long period since the office was heavily crowded, I would like to see some increase in staff at the peak periods.
Course Curriculum Overview : I have chosen mechanical engineering on the basis of my interest, I liked mechanics ever since childhood. The faculty so far I have seen is really good, and the number is huge too, every teacher is appointed to 3-4 sections so far, so there is not much load on a single teacher and they are plenty in number. The teachers are very cooperative and always try to help students, the teaching methods are up to the mark no compromise in that, teachers look after those who are in need and give extra class if needed.
Class Size : 50
Course Fees : INR 250000 per year

Loan/ Scholarship Provisions : The fees are a fairly good prices, one can definitely earn back their investments in little more than 3-4 years. I am talking about all the streams. If someone is coming to college by the management quota they might have a hard time getting a return on investment, the donation is really high if they go in at the last moment, I am sure it's the same everywhere. There are so many opportunities in placements, the students are well prepared for their jobs as they provide compulsory internships, so by the end of last year, everyone is well prepared. Job placements are really good, more than 5 students got the packages of 20L last year 1 got 30L as well, although it's tough for the mechanical course, the placement in mechanical is kinda poor sure is more than enough for those who get it, The placements in others streams are amazing, especially computer science its 100% placement. I personally am happy because there is a possibility for mech students to get placed in Germany France or japan.
Campus Life : There is Sargam fest which is an annual fest, NHCE is well known for Sargam fest, which is conducted in Nov. There are tons of activities you can do during fests. Almost all the books are available in the library, u might need to do a hustle for borrowing the book sometimes otherwise they are mostly available in the library. The classrooms are good all the facilities are available including the smart boards, there are sufficient benches for students and they are fairly comfortable. There are way too many extracurricular activities, there are plenty of options for a student, the clubs are very good and are unique in their own ways, all the clubs are friendly and there are so many constant activities going on the campus. All the information is also available on the website of NHCE college. Overall the infrastructure and the social life are absolutely insane, I personally like it a lot since the college is friendly. The canteen food is fairly good there are 3 canteens in college.",4,9,8,65.08,20.96618357,-5,0
New Horizon,"Remarks : One has to have passed 12th/secondary education with 50% in PCM to be eligible to join the course. Application forms, fees, and dates can be found on the official website of New Horizon or one can visit the college for the same. The admission process is perfect and requires no improvement.
Course Curriculum Overview : I chose Mechanical Engineering to pursue my interest in getting a job in the automotive field once I graduate. The faculty is very good and are readily available to help students. Almost all the faculties have good qualifications and have a wide knowledge of their respective subject. The final exams of the 2nd semester were difficult and very hectic because the semester was completed within just three months and the practical exams were right before the theory exams and thus gave us very little to no time to revise the portions of the 2nd semester. This combined with the change in the pattern of the papers made it slightly difficult to expect what type of questions would be asked in the exam.
Class Size : 60
Course Fees : INR 150000 per year
Internships Opportunities : There are plenty of internship opportunities available that students can opt for once they reach the 6th semester. One can get a high salary package of up to 25LPA if the placement is done in a good company like Amazon. Working on projects and getting experience by participating in club activities and workshops are a bonus for the resume which can help in getting the required job.

Loan/ Scholarship Provisions : Fees are high in all the courses due to the donation. The cost to study is high if one opts for a management quota. If one gets a college seat through an entrance exam like KCET or through sports quota, then the fees are relatively lesser as you will get scholarships.
Campus Life : Sargam is conducted every year in November and another fest named Sargam was conducted earlier this year in June. Tech fests and events are conducted from time to time by the clubs in the college which are organized by students. Plenty of books and study materials are available in the library of college and they can be borrowed to be taken home too. Most of the books suggested by the faculty are available in the library. There are good amenities in the classroom. There is a projector fixed to the ceiling and there is a speaker so that explanatory videos and pictures can be shown for better understanding. There are plenty of sports and extracurricular activities conducted regularly. Every month there are at least 3 to 4 sports events and club events from which students can participate and earn certificates. One of the most prominent clubs is the media club and art club which make the posters, artwork, and all design-related things for the events conducted in college.",8,12,7.8,66.19,18.97857143,-4,0
New Horizon,"Remarks : I'm eligible for BE in Electronics and communication engineering at new horizon college of engineering and the fee is 118806 per year. I didn't get any type of reservation for me. Admission was good and the education is also nice.
Course Curriculum Overview : I choose this course for learning as I'm interested in electronics and communication. all the faculty members are good at teaching and understanding things very well. Concepts are easy if we understand them properly and exams were good and strict.
Class Size : 70
Course Fees : INR 118806 per year
Placement Experience : Here in our college placements start from 6th sem onwards till 8th sem. 150+ companies they will call for hiring students. The placement department is also good and will train the best from highly qualified lecturers. like Infosys, TCS, Thoughtworks, Amadeus etc so many companies get visited. Almost all students get placed in companies getting all employed

Loan/ Scholarship Provisions : The fee structure is like college fees is 60000 per year + 60000 CET fees should pay for college. Coming to scholarship. it's good and we will get one scholarship that is ssp in engineering for OBC students and also for SC and we will nearly 18k from the scholarship.
Campus Life : We conduct SARGAM as a fest event per year where some celebrities come and entertain us...it's very joyful to us and enjoys ourselves a lot there. The library is there for study purposes and lots of books are available. classrooms are well furnished. sports are ultimate good where all are invited to play games and stay fit.",5,5,9.4,78.64,17.04532305,0,0
New Horizon,"Remarks : The admission process is good I wrote the CET exam and I found this college from my friends. There is no reservation. They are doing a good admission process there is no required much improvement in the admission process.
Course Curriculum Overview : I chose this course in this college for it is located in Marathahalli and this college is in the silicon valley of India and faculties and student ratio is high in this college and good teaching in this college, Ph.D. holders.
Class Size : 70
Course Fees : INR 100000 per year
Internships Opportunities : Oracle, aerospace are providing internship with stipend and some projects are made by the students at the end of the each semester in this college and it is outcomes and it is consider for certification.

Placement Experience : From 7th sem students are eligible for campus placement and Google, Microsoft, cognizant, Oracle companies are visiting in every year highest package is 30 lakh and the average is 4 lakh.90% getting placed. My plan is to go to work.
Loan/ Scholarship Provisions : There is no fees hike policy and it is reasonable fees for a student who want to study engineering and cost for the the the the year is 100000 there are some scholarships from Govt and in college, some companies are offering internships.
Campus Life : The annual fest name is Sargam and in the second sem of each year, they were conducted. So many books are available in the libraries and smart classrooms sports and websites for a student's e-learning platforms. This website is helpful.",5,5,8,69.45,21.28484848,0,0
New Horizon,"Remarks : Good placements and good college infrastructure of the college. The college is in the city and all facilities are available. College is near to my home so I have chosen this college. The college has 100 per cent placements.
Course Curriculum Overview : Good placements for the course there is 1 faculty for every 20 students in the new horizon of Engineering. Most of the faculty are PhD holders and assistant professors. Exams are for every month and medium tuff.
Class Size : 234
Course Fees : INR 225000 per year
Internships Opportunities : The companies like Earst young and more and some. Other companies will provide internships along with placement and there are almost 200 companies coming to the college for placement as they provide internships as well

Loan/ Scholarship Provisions : The fee is a bit high but the college provides scholarship of 20k for all the merit students I got Placed in an MNC software company. Placements are good in college. 100 per cent placement for CSE and ISE courses.
Campus Life : There are many clubs in the college. Each department has several clubs in which students can join and showcase their skills. The college will be hosting the biggest fest called Sargam in college where they will be DJ in college
Hostel Facilities : I stay at my house. I stay with my parents in Bangalore. Is my native place. There are many pgs and hostels near the college. Pg is economical and food is average. College hostel is good for food and playing
Hostel Fee : INR 120000 per year",8,7,8.3,81.15,15.12824919,1,0
New Horizon,"Remarks : I have applied only for the nice and I got nice No, I have not availed any quota mine is general Admission criteria were a minimum of 50% in graduation and the age should be above 20 The admission process was based on pgcet rank I got the seat in the first round itself my rank is 2609 I have submitted all my original documents including the fee paid to kea receipt and got admission to college.
Course Curriculum Overview : I have chosen MBA for getting a complete idea regarding the business and howneedsneed to be done and many possession skils Faculty is super good and very experienced from various states the total number of students was 180 approximately of3 sections the faculty mainly are who have done their Ph.D. teaching was good We had 3 internals including terms papers in that and one external If we know the subject I think we can pass easily
Class Size : 180
Course Fees : INR 122000 per year

Placement Experience : First of all, the students will become eligible for placement within 3 semesters itself We have different sets of companies nearly 70,80 companies placements will be there some of the companies like cognizant, Accenture, hp, zest money, quia, Mindtree, etc The minimum percentage of students attending placement is 50% depending on the company I don't have any studying plans I want to get into a good company and work for it with all my skills and abilities
Loan/ Scholarship Provisions : The fees structure for the management quota MBA MBA for 2 years is nearly 6 lakhs Mine is pgcet soo I got a reduction in the payment of fees. I have paid 120000 for 1 year I didn't get any scholarships because am from another state. So we don't have an opportunity of getting a scholarship and all.
Campus Life : The annual fest we have in the college is sorghum and it will be conducted between August and September Yes we have a very big library with lots of books which is available 24/7 We have got fans in our classroom with a very good ventilation We will be having many activities by the different sets of departments every month The alumni club was run by old students of our college",8,13,9.3,55.34,25.98836186,-5,0
New Horizon,"Remarks : I have wrote KCET entrance exam , through that I got new horizon college of engineering for my Ranking for mechanical engineering course.I come under ST category so I got reservation seat. The admission department is good in our college. They guide us through entire details about the college and course.
Course Curriculum Overview : New horizon college of engineering is an autonomous college that comes under VTU. So the course curriculum is managed well by the college. And exams are at end of each semester. Internet assessment will be there thrice in one semester excluding lab internal. Faculties are huge in number and knowledge people, with there help anyone can clear the exam with risk. Faculties are highly qualified (M.TECH, PhD, MS holders). Their way of explanation is satisfactory.
Class Size : 50
Course Fees : INR 120000 per year
Internships Opportunities : The internship will happen at starting of the 4th year although college gives the opportunity to do an internship at end of every year for students. Bosch, BEML, HAL, Toyota, cognizant and other companies give internship opportunities in our college. Some are striped and others are for experience and industry exposure. The project will start from the 2nd year onwards. And the project is given more importance as a curriculum part.

Placement Experience : Placement is the main thing in engineering life. In the new horizon, college of engineering on-campus placement happens in huge number placement activity starts from the 5th semester only up to the 8th-semester end. Tcs, Accenture, Capgemini, Lowe's , Bosch, exl, cognizant and many more companies do on campus. The highest package is 12 lakh per annum from Lowe's and the lowest package is 3.15 LPA from tcs . Around 70-80% of students will be placed on campus.
Loan/ Scholarship Provisions : The fees is quite high , as new horizon college of engineering is top college in Bangalore . Fees structure for student who comes from KCET ENTRANCE EXAM is 50500+40000+6000 per year and exam fees of 3000 per semester. For management students 200000 donation and 150000 fees per year. Scholarship will there for reservation students (SC/ST and other low category ). Coming to on campus placement is good enough will get .
Campus Life : Life at campus is great at new horizon college of engineering. Especially intracollege fest ""SARGAM"" which happens every year in month of September which in huge scale. And every month small kind of activities will be happening in campus. Annual sports meet will be there. College encourage students in extra curricular activities. College have good number of social groups like NCC ,NSS, Leo club , fashion club etc .this club are run by students under faculty guidelines and funded by college.
",9,2,8.6,80.01,15.41716102,7,0
New Horizon,"Remarks : I got the seat to NHCE through Kcet, you can seat to this college either by kcet or by management only two option, this will not consider comedk exam. I have got great experience in the admission process it was very good.
Course Curriculum Overview : I like electronics so I opted for the ECE branch, the faculty is very good and supportive in nature they are kind, they will repeat the topic as many as you request. Totally very faculty's. Almost all are PhD holders and have done the research.
Class Size : 50
Course Fees : INR 83324 per year
Internships Opportunities : There is a good opportunity for an internship. The stipend is not so good but okay-ish. There is nothing to tell about this much but we are surrounded by all the big companies we can get by ourselves as the area is the main advantage of this college.

Placement Experience : From 4th sem students are eligible for campus placements. Offers made very around 990 students placed were 980 out of 1200. The highest package is 32 in CS/IS .25 in EC . and about 19.8 for 11 students. The percentage goes around 92 to 93.
Loan/ Scholarship Provisions : In one word very good assistance in scholarship, but they take about 10k to 15k extra on 3rd year based on your choice of professional or global course which you choose. Campus jobs good enough like 11 people in this year got 19.8 lac package and 25 and 32 lack also about 3 to 4 people. Some big companies like Amazon and good companies will not come but other companies come and give very good package as mentioned above the total in 1200 students 980 got placed.
Campus Life : They got a great annual fest and also a tech fest called uddan. Availability book is very good u get most books offline otherwise they will provide online ebooks. The library is very good it is open 24/7, 365 days. Very good infrastructure. This college got great support for sports and all extracurricular activities on the campus. There are many clubs and groups here.
Hostel Facilities : You will get a cot, table and chair, the bed should be brought by us only. Hot is provided with the mess is very good we get a variety of dishes. I think the hostel is expensive. The registration process is also very easy. The quality is good and the menu is also good.
Hostel Fee : INR 120000 per year",4,0,8.3,88.76,14.61293286,4,0
New Horizon,"Remarks : I have written the KCET exam and applied through CET option entry. I got to this College and I took admission here. For CS, IS, EC cut-off was high around 10k. For other branches, the cutoff is less than around 40k. If you are General, then cutoffs are quite high.
Course Curriculum Overview : I chose Mechanical because I had a dream of becoming an Entrepreneur like settings up a Manufacturing factory. The faculty-student ratio was around 1:20. Some faculties were good. They had good subject knowledge. Some faculties didn't have enough knowledge. The teaching method was good. Exams were on a semester basis held every six months. The difficulty level was moderate.
Class Size : 65
Course Fees : INR 85500 per year
Placement Experience : In the final year, students can sit for placements. There were many IT companies like Capgemini, Mindtree, EY, EXL, Epsilon, etc. For mechanical only 3 companies they are L&T, Quest global, Apex auto. Placements were good for CS/IS branches.

Loan/ Scholarship Provisions : The fee was quite high compared to some other colleges. They will charge 6k extra for the Centre of Excellence fee and 10k for placement training. There was a scholarship called E pass. I didn't apply for any loans.
Campus Life : There was a fest called Sargam. It's conducted in September. There are many books available in the library. The infrastructure was good. There were many clubs but, if you join those clubs, sometimes you may miss classes.
Hostel Facilities : The room was shared by 3/4 students. They provide a study table, a chair, and a Locker. Meal quality was average and they provide Veg and Non-veg together. There is no separate mess for Veg and Non-veg. There are 3 Hostels within the campus and 1 Hostel outside campus around 2km from College. Hostel fees were around 1.15 lakhs.
Hostel Fee : INR 100000 per year",9,3,6.6,93.32,14.21445221,6,0
